chrom	start	end	number_DEL	number_DUP	number_h2hINV	number_t2tINV	number_TRA	clusterSize_including_TRA	number_SVs_sample	number_CNV_segments	pval_fragment_joins	chr_breakpoint_enrichment	pval_exp_chr	pval_exp_cluster	max_number_oscillating_CN_segments_2_states	max_number_oscillating_CN_segments_3_states	number_CN_segments_chr	max_number_oscillating_CN_segments_2_states_chr	max_number_oscillating_CN_segments_3_states_chr	inter_number_DEL	inter_number_h2hINV	inter_number_t2tINV	inter_number_DUP	inter_pval_fragment_joins	inter_other_chroms	inter_other_chroms_coords_all	Kids_First_Biospecimen_ID	fdr_fragment_joins	fdr_chr_breakpoint_enrichment	fdr_exp_cluster	call_high_conf	call_low_conf
2	NA	NA	0	0	0	0	0	0	34	NA	NA	0.659755276199529	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.731023280055175	NA	0	0
3	195615001	195721243	0	1	0	0	0	1	34	1	0.391625176271089	1	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_JTBM5TSE	0.522568139124258	1	NA	0	0
4	2493625	69262664	1	0	1	1	0	3	34	4	0.801251956901201	NA	NA	0.523441217611479	2	2	4	4	4	0	0	0	0	NA		 	BS_JTBM5TSE	0.826754240948485	NA	0.524995608755092	0	0
5	NA	NA	0	0	0	0	0	0	34	NA	NA	NA	NA	NA	NA	NA	6	3	6	0	0	0	0	NA		 	BS_JTBM5TSE	NA	NA	NA	0	0
6	NA	NA	0	0	0	0	0	0	34	NA	NA	0.0899155280284758	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.20397970197576	NA	0	0
7	29684442	45736532	1	0	1	0	0	2	34	1	0.572406704470879	0.251717363377888	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_JTBM5TSE	0.619631498714411	0.394179921651408	NA	0	0
8	NA	NA	0	0	0	0	0	0	34	NA	NA	0.0606962736179643	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.162467123062399	NA	0	0
9	NA	NA	0	0	0	0	0	0	34	NA	NA	0.512673328767968	NA	NA	NA	NA	14	12	14	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.60854924913815	NA	0	0
10	13062997	79818924	1	1	0	1	1	4	34	5	0.572406704470879	0.0459510292535058	NA	0.00814185954149182	1	3	5	1	5	0	0	0	0	NA		 	BS_JTBM5TSE	0.619631498714411	0.140490674894447	0.00883506204060679	0	0
11	31672747	48836293	2	0	0	0	0	2	34	1	0.111610225094713	0.575779726803463	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_JTBM5TSE	0.522568139124258	0.657887063291605	NA	0	0
12	NA	NA	0	0	0	0	0	0	34	NA	NA	0.57839886551896	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.660197033560237	NA	0	0
13	NA	NA	0	0	0	0	0	0	34	NA	NA	0.467850059496407	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.573268614209043	NA	0	0
14	105667266	105768495	0	1	0	0	0	1	34	1	0.391625176271089	0.437360446225619	NA	NA	NA	NA	7	3	7	0	0	0	0	NA		 	BS_JTBM5TSE	0.522568139124258	0.549382734643145	NA	0	0
15	63548002	63548261	1	0	0	0	0	1	34	1	0.391625176271089	0.0877897213666036	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_JTBM5TSE	0.522568139124258	0.200768403238206	NA	0	0
16	69608687	69609079	1	0	0	0	0	1	34	1	0.391625176271089	0.0824801300811158	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_JTBM5TSE	0.522568139124258	0.193874607414968	NA	0	0
17	NA	NA	0	0	0	0	0	0	34	NA	NA	0.0841707205012067	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.194224618962309	NA	0	0
18	NA	NA	0	0	0	0	0	0	34	NA	NA	0.386786079833508	NA	NA	NA	NA	3	1	3	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.511297966326948	NA	0	0
19	NA	NA	0	0	0	0	0	0	34	NA	NA	0.300879494293947	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.440784651457505	NA	0	0
20	NA	NA	0	0	0	0	0	0	34	NA	NA	0.00638354118855021	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.0348571173166343	NA	0	0
21	NA	NA	0	0	0	0	0	0	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_JTBM5TSE	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	34	NA	NA	0.00119543579987895	NA	NA	NA	NA	11	3	11	0	0	0	0	NA		 	BS_JTBM5TSE	NA	0.00993879763852846	NA	0	0
X	NA	NA	0	0	0	0	0	0	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_JTBM5TSE	NA	NA	NA	0	0
1	147652889	147653193	0	1	0	0	0	1	24	1	0.391625176271089	NA	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_FBP5NZNR	0.522568139124258	NA	NA	0	0
2	NA	NA	0	0	0	0	0	0	24	NA	NA	0.0734023504007904	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_FBP5NZNR	NA	0.181823022034157	NA	0	0
3	NA	NA	0	0	0	0	0	0	24	NA	NA	0.203711247935233	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FBP5NZNR	NA	0.348979004732247	NA	0	0
4	NA	NA	0	0	0	0	0	0	24	NA	NA	0.189849225127942	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_FBP5NZNR	NA	0.333953304114347	NA	0	0
5	104063991	104070440	0	1	0	0	0	1	24	1	0.391625176271089	0.540366978118913	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_FBP5NZNR	0.522568139124258	0.629375298872689	NA	0	0
6	NA	NA	0	0	0	0	0	0	24	NA	NA	0.524295678743025	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_FBP5NZNR	NA	0.616684147002271	NA	0	0
7	67151097	96305030	1	0	0	1	1	3	24	7	0.801251956901201	0.484554409073683	NA	NA	3	5	13	8	13	0	0	0	0	NA		 	BS_FBP5NZNR	0.826754240948485	0.587624348228137	NA	0	0
8	NA	NA	0	0	0	0	0	0	24	NA	NA	0.0205125596899957	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_FBP5NZNR	NA	0.083639772905702	NA	0	0
9	NA	NA	0	0	0	0	0	0	24	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_FBP5NZNR	NA	NA	NA	0	0
10	NA	NA	0	0	0	0	0	0	24	NA	NA	0.431346118172137	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_FBP5NZNR	NA	0.546887667297624	NA	0	0
11	54374376	54386758	0	1	0	0	0	1	24	2	0.391625176271089	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_FBP5NZNR	0.522568139124258	NA	NA	0	0
12	NA	NA	0	0	0	0	0	0	24	NA	NA	0.43774346236272	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FBP5NZNR	NA	0.549382734643145	NA	0	0
13	NA	NA	0	0	0	0	0	0	24	NA	NA	0.343316639525709	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FBP5NZNR	NA	0.476915857535427	NA	0	0
14	NA	NA	0	0	0	0	0	0	24	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_FBP5NZNR	NA	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	24	NA	NA	0.042213848121334	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_FBP5NZNR	NA	0.135599715622308	NA	0	0
16	34729604	87218891	0	2	0	0	0	2	24	3	0.111610225094713	0.000213150879108696	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_FBP5NZNR	0.522568139124258	0.00245349876341196	NA	0	0
17	22829964	47188674	1	1	0	0	0	2	24	4	0.572406704470879	0.280522355892302	NA	NA	2	2	4	4	4	0	0	0	0	NA		 	BS_FBP5NZNR	0.619631498714411	0.421533370519941	NA	0	0
18	NA	NA	0	0	0	0	0	0	24	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_FBP5NZNR	NA	NA	NA	0	0
19	21518619	23239424	0	0	0	1	0	1	24	2	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FBP5NZNR	0.522568139124258	NA	NA	0	0
20	NA	NA	0	0	0	0	0	0	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FBP5NZNR	NA	NA	NA	0	0
21	NA	NA	0	0	0	0	0	0	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FBP5NZNR	NA	NA	NA	0	0
22	23943349	23997803	0	0	1	0	0	1	24	1	0.391625176271089	NA	NA	NA	NA	NA	2	1	2	0	0	0	0	NA		 	BS_FBP5NZNR	0.522568139124258	NA	NA	0	0
X	52404268	52858214	1	0	0	0	0	1	24	NA	0.391625176271089	0.462710388868424	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_FBP5NZNR	0.522568139124258	0.570720076481391	NA	0	0
1	NA	NA	0	0	0	0	0	0	28	NA	NA	0.108446469983705	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_QK61ST4T	NA	0.231704489831593	NA	0	0
2	NA	NA	0	0	0	0	0	0	28	NA	NA	0.00612270518013143	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_QK61ST4T	NA	0.0340857771088445	NA	0	0
3	197792501	197792745	1	0	0	0	0	1	28	1	0.391625176271089	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	1	NA	0	0
4	3926466	9731916	0	0	0	1	0	1	28	3	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	NA	NA	0	0
5	693076	784294	1	0	0	0	0	1	28	1	0.391625176271089	1	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	1	NA	0	0
6	31062858	42015990	2	0	0	0	1	3	28	2	0.299780588595712	0.0600355585068951	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	0.160946672618286	NA	0	0
7	64656396	140789913	1	1	0	0	0	2	28	9	0.572406704470879	0.191275326580369	NA	NA	5	7	13	9	13	0	0	0	0	NA		 	BS_QK61ST4T	0.619631498714411	0.336024222370919	NA	0	0
8	NA	NA	0	0	0	0	0	0	28	NA	NA	0.543218536088746	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_QK61ST4T	NA	0.631848928819015	NA	0	0
9	NA	NA	0	0	0	0	0	0	28	NA	NA	0.45064870744851	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_QK61ST4T	NA	0.561578330842386	NA	0	0
10	116106491	116106783	1	0	0	0	0	1	28	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	NA	NA	0	0
11	71920222	71920569	1	0	0	0	0	1	28	1	0.391625176271089	0.510605013398399	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	0.60733965533394	NA	0	0
12	9311369	9420312	0	0	1	0	0	1	28	1	0.391625176271089	0.0306427485670491	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	0.108422474938901	NA	0	0
13	24580701	24968243	0	0	1	0	0	1	28	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	NA	NA	0	0
14	94363865	94378629	1	0	0	0	0	1	28	1	0.391625176271089	0.38076064447547	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	0.506306272136455	NA	0	0
15	NA	NA	0	0	0	0	0	0	28	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_QK61ST4T	NA	NA	NA	0	0
16	NA	NA	0	0	0	0	0	0	28	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_QK61ST4T	NA	NA	NA	0	0
17	NA	NA	0	0	0	0	0	0	28	NA	NA	0.0608966146436049	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_QK61ST4T	NA	0.162859923210785	NA	0	0
18	NA	NA	0	0	0	0	0	0	28	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_QK61ST4T	NA	NA	NA	0	0
19	NA	NA	0	0	0	0	0	0	28	NA	NA	0.257904097314054	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QK61ST4T	NA	0.401082032294521	NA	0	0
20	34668420	34668727	1	0	0	0	0	1	28	1	0.391625176271089	0.00373484672934467	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QK61ST4T	0.522568139124258	0.0235450089447505	NA	0	0
21	NA	NA	0	0	0	0	0	0	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QK61ST4T	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	28	NA	NA	0.164049790624654	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_QK61ST4T	NA	0.304384858043454	NA	0	0
X	NA	NA	0	0	0	0	0	0	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QK61ST4T	NA	NA	NA	0	0
1	105963276	247906164	1	1	0	0	3	5	133	12	0.283886130759827	0.000485236349522237	NA	1.6832724103466e-10	7	10	13	10	13	0	1	1	3	0.283886130759827	2	2:56660407-69007391;	BS_VVD8TJNE	0.522568139124258	0.00477574722950833	2.97401041339073e-10	0	0
2	56660407	69007391	0	2	0	1	1	4	133	1	0.572406704470879	0.0826348737494941	3.25636184683731e-11	1.11022302462516e-16	NA	NA	11	11	11	0	0	0	0	NA		 	BS_VVD8TJNE	0.619631498714411	0.193904805101371	3.31838784572696e-16	0	0
3	20106973	197636029	1	2	1	0	5	9	133	2	0.549668182603777	1.69131599868929e-06	NA	3.82218234395992e-07	NA	NA	NA	NA	NA	1	3	2	2	0.801251956901201	11	11:48441025-88994161;	BS_VVD8TJNE	0.619631498714411	3.56908784098408e-05	5.59151959576595e-07	0	0
4	162657504	162658517	0	0	0	1	0	1	133	1	0.391625176271089	0.0021111420316982	6.66133814775094e-16	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.0158617280324292	NA	0	0
5	85193794	162907017	0	0	1	1	1	3	133	1	0.801251956901201	0.0627237727240356	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_VVD8TJNE	0.826754240948485	0.164064441028761	NA	0	0
6	29931718	170170407	2	3	0	0	1	6	133	6	0.0619990757369438	0.0600355585068951	NA	0	4	4	5	5	5	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.160946672618286	0	0	0
7	67255531	72559463	0	0	1	1	0	2	133	2	0.572406704470879	0.0546384727668293	5.90280269108234e-10	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_VVD8TJNE	0.619631498714411	0.15256848988762	NA	0	0
8	27918683	134243678	2	1	0	0	4	7	133	4	0.277309056900112	6.7100779545339e-06	NA	0.000346766234036955	1	2	6	4	6	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.000123390313974825	0.000418100117968698	0	0
9	22554007	22554225	0	1	0	0	0	1	133	1	0.391625176271089	0.000655939562107045	9.13228840850877e-05	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.0062240010752624	NA	0	0
10	133011335	133011728	0	1	0	0	0	1	133	1	0.391625176271089	0.0198772595799001	5.06644018183344e-07	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.0818455590087011	NA	0	0
11	48441025	88994161	0	1	1	0	2	4	133	5	0.572406704470879	0.0213345707756383	4.44089209850063e-16	6.75015598972095e-14	3	3	5	5	5	0	0	0	0	NA		 	BS_VVD8TJNE	0.619631498714411	0.0862106741282857	1.38173647607773e-13	0	0
12	NA	NA	0	0	0	0	0	0	133	NA	NA	3.09818745885117e-06	2.22044604925031e-16	NA	NA	NA	3	1	1	0	0	0	0	NA		 	BS_VVD8TJNE	NA	6.25555956184984e-05	NA	0	0
13	97852533	114117738	1	1	0	0	1	3	133	1	0.299780588595712	0.0344391071195789	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.117158507427507	NA	0	0
14	106473412	106473482	0	1	0	0	0	1	133	1	0.391625176271089	0.360033633711827	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.49077142735979	NA	0	0
15	NA	NA	0	0	0	0	0	0	133	NA	NA	0.000770533025652803	4.44089209850063e-16	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_VVD8TJNE	NA	0.0068917063479101	NA	0	0
16	12045589	88208471	1	1	0	0	3	5	133	12	0.531948371210487	1.91309514880793e-05	NA	0.00344338781380527	10	10	10	10	10	0	0	0	0	NA		 	BS_VVD8TJNE	0.619631498714411	0.000310990569433276	0.00389942744044502	0	0
17	15671265	22043339	0	0	1	1	1	3	133	3	0.299780588595712	0.0270628750942854	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.0999238295173267	NA	0	0
18	NA	NA	0	0	0	0	0	0	133	NA	NA	0.302408118411397	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_VVD8TJNE	NA	0.441480984781472	NA	0	0
19	53426410	53512593	0	1	0	0	0	1	133	1	0.391625176271089	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	1	NA	0	0
20	NA	NA	0	0	0	0	0	0	133	NA	NA	0.441698463155722	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_VVD8TJNE	NA	0.552845531369	NA	0	0
21	42077849	42936610	0	0	0	1	0	1	133	1	0.391625176271089	0.0939139165854316	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.20983252343966	NA	0	0
22	NA	NA	0	0	0	0	0	0	133	NA	NA	0.28087474806996	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_VVD8TJNE	NA	0.421954339734317	NA	0	0
X	779545	780003	1	0	0	0	0	1	133	NA	0.391625176271089	0.00156119780150162	3.33066907387547e-16	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_VVD8TJNE	0.522568139124258	0.012386657491679	NA	0	0
1	84912221	226034333	0	1	2	0	1	4	49	12	0.572406704470879	0.0785810406007086	NA	4.66293670342566e-15	10	10	15	13	15	0	0	0	0	NA		 	BS_DVQYQSVW	0.619631498714411	0.187395045811578	9.91286779910002e-15	0	0
2	70353368	70353589	1	0	0	0	0	1	49	1	0.391625176271089	0.436824451985262	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	0.549382734643145	NA	0	0
3	195615020	195721244	0	1	0	0	0	1	49	1	0.391625176271089	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	1	NA	0	0
4	49310567	49319414	0	2	0	0	0	2	49	2	0.111610225094713	0.664798050025848	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	0.735069616852923	NA	0	0
5	NA	NA	0	0	0	0	0	0	49	NA	NA	1	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_DVQYQSVW	NA	1	NA	0	0
6	29928006	170170352	2	1	0	0	1	4	49	6	0.111610225094713	0.0600355585068951	NA	2.35433278350516e-06	4	4	5	5	5	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	0.160946672618286	3.2790758665108e-06	0	0
7	NA	NA	0	0	0	0	0	0	49	NA	NA	0.123541489777326	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_DVQYQSVW	NA	0.253956842253239	NA	0	0
8	NA	NA	0	0	0	0	0	0	49	NA	NA	0.005314837307671	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_DVQYQSVW	NA	0.0307335144979738	NA	0	0
9	NA	NA	0	0	0	0	0	0	49	NA	NA	0.226872762368472	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_DVQYQSVW	NA	0.373309655690914	NA	0	0
10	NA	NA	0	0	0	0	0	0	49	NA	NA	0.0195899097485519	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_DVQYQSVW	NA	0.0812067618185352	NA	0	0
11	54415946	54549189	1	0	0	0	0	1	49	2	0.391625176271089	0.290529778625686	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	0.432079953406975	NA	0	0
12	9319606	31121834	0	0	1	3	0	4	49	1	0.111610225094713	1	NA	3.69704267200177e-14	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	1	7.62550328225098e-14	0	0
13	NA	NA	0	0	0	0	0	0	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_DVQYQSVW	NA	NA	NA	0	0
14	NA	NA	0	0	0	0	0	0	49	NA	NA	0.0344281352293079	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_DVQYQSVW	NA	0.117158507427507	NA	0	0
15	61348267	61348330	0	0	1	0	0	1	49	1	0.391625176271089	0.132779227607801	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	0.265842779043456	NA	0	0
16	NA	NA	0	0	0	0	0	0	49	NA	NA	0.463943020316049	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_DVQYQSVW	NA	0.570720076481391	NA	0	0
17	5982235	5983646	0	0	1	1	0	2	49	1	0.572406704470879	0.467953203634893	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_DVQYQSVW	0.619631498714411	0.573268614209043	NA	0	0
18	NA	NA	0	0	0	0	0	0	49	NA	NA	0.464677694575518	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_DVQYQSVW	NA	0.571040074569348	NA	0	0
19	46155316	46245566	0	0	0	1	0	1	49	1	0.391625176271089	0.0100673193583284	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	0.0498445078617031	NA	0	0
20	45645675	45645978	1	0	0	0	0	1	49	1	0.391625176271089	0.393693389529573	NA	NA	NA	NA	2	1	2	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	0.515495330144561	NA	0	0
21	NA	NA	0	0	0	0	0	0	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_DVQYQSVW	NA	NA	NA	0	0
22	20688935	21128581	0	0	1	0	0	1	49	1	0.391625176271089	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_DVQYQSVW	0.522568139124258	NA	NA	0	0
X	NA	NA	0	0	0	0	0	0	49	NA	NA	0.107331055217682	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_DVQYQSVW	NA	0.229887044259194	NA	0	0
1	12066597	236119254	4	0	0	0	0	4	58	14	0.00738316050535977	NA	NA	0.0832482333985552	12	12	13	13	13	0	0	0	0	NA		 	BS_G61CN2V0	0.240917835444501	NA	0.0857555191166208	0	0
2	87304194	240692113	1	0	0	2	1	4	58	13	0.572406704470879	0.331313295365922	NA	4.55191440096314e-15	11	11	11	11	11	0	0	0	0	NA		 	BS_G61CN2V0	0.619631498714411	0.467779429105911	9.68446670189166e-15	0	0
3	47234490	90074608	3	0	0	0	1	4	58	2	0.111610225094713	0.0700079041085068	NA	1.11022302462516e-16	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_G61CN2V0	0.522568139124258	0.17576277261638	3.31838784572696e-16	0	0
4	49836015	51623647	1	1	0	0	0	2	58	2	0.572406704470879	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_G61CN2V0	0.619631498714411	NA	NA	0	0
5	NA	NA	0	0	0	0	0	0	58	NA	NA	0.217916146971873	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_G61CN2V0	NA	0.363442750609648	NA	0	0
6	169973758	169973973	1	0	0	0	0	1	58	1	0.391625176271089	0.00798801964469051	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_G61CN2V0	0.522568139124258	0.0411695138899243	NA	0	0
7	5398557	72559421	2	0	1	1	1	5	58	7	0.531948371210487	0.0537296425168707	NA	4.17440851263606e-06	5	5	11	11	11	0	0	0	0	NA		 	BS_G61CN2V0	0.619631498714411	0.15044547449725	5.72841635405924e-06	0	0
8	5977231	106852241	1	1	0	0	0	2	58	6	0.572406704470879	NA	NA	NA	4	4	4	4	4	0	0	0	0	NA		 	BS_G61CN2V0	0.619631498714411	NA	NA	0	0
9	NA	NA	0	0	0	0	0	0	58	NA	NA	NA	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_G61CN2V0	NA	NA	NA	0	0
10	1092307	121963989	5	1	0	0	0	6	58	6	0.0100534444728365	NA	NA	2.80988669976168e-05	4	4	4	4	4	0	0	0	0	NA		 	BS_G61CN2V0	0.2969930268085	NA	3.66247653775014e-05	0	1
11	307969	111822463	3	0	1	0	4	8	58	7	0.572406704470879	4.68421678977069e-06	NA	3.62396710373858e-05	5	5	5	5	5	0	0	0	0	NA		 	BS_G61CN2V0	0.619631498714411	9.00896441133903e-05	4.70549164996133e-05	0	0
12	7410526	7410752	1	0	0	0	0	1	58	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_G61CN2V0	0.522568139124258	NA	NA	0	0
13	NA	NA	0	0	0	0	0	0	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_G61CN2V0	NA	NA	NA	0	0
14	106260311	106271061	0	1	0	0	0	1	58	1	0.391625176271089	0.360655922271789	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_G61CN2V0	0.522568139124258	0.490958980312868	NA	0	0
15	64871286	100152974	3	0	0	1	0	4	58	4	0.111610225094713	0.325506058199931	NA	0	2	2	10	10	10	0	0	0	0	NA		 	BS_G61CN2V0	0.522568139124258	0.461833329919478	0	0	0
16	16637630	37939160	0	1	0	1	1	3	58	8	0.299780588595712	0.0267451798986638	NA	NA	6	6	10	10	10	0	0	0	0	NA		 	BS_G61CN2V0	0.522568139124258	0.0999238295173267	NA	0	0
17	81357431	81357677	1	0	0	0	0	1	58	1	0.391625176271089	0.318937678266553	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_G61CN2V0	0.522568139124258	0.455759167567594	NA	0	0
